Ident	Bloc	X	Y	DW.predicted.model1
G331	2	22	62	345.6848404
G331	3	32	36	313.2104578
G332	6	42	128	NA
G332	4	26	127	NA
G332	1	4	43	NA
G332	5	50	59	NA
G332	3	23	20	NA
G332	2	20	111	NA
G333	1	9	11	652.7138205
G333	5	52	77	984.9149666
G333	6	41	109	456.9717716
G333	3	23	75	710.766
G333	4	37	106	504.0668433
G333	2	8	82	407.7810765
G334	1	4	31	987.08179
G334	5	53	55	662.3384758
G334	3	29	66	645.2467446
G334	6	42	161	152.1920069
G334	2	22	85	781.5488772
G334	4	25	131	296.5760055
G335	6	50	146	505.6181779
G335	2	20	81	673.8312984
G335	4	32	94	856.57331
G335	5	51	84	1018.184756
G335	3	31	16	79.20690139
G335	1	19	29	1001.647336
G336	3	24	75	692.5925879
G336	6	53	107	559.5336649
G336	5	54	92	950.3220552
G336	1	19	27	570.336792
G336	4	33	141	164.262519
G336	2	15	83	596.9734463
G337	6	54	148	394.6740819
G337	1	19	39	443.3415157
G337	4	24	86	455.2169981
G337	5	42	68	429.2501818
G337	3	39	38	316.0563019
G337	2	9	68	578.4234681
G338	1	16	29	460.6467675
G338	4	29	114	81.67166104
G338	2	12	83	405.9039057
G338	5	51	90	840.7996121
G338	6	47	106	199.2665236
G338	3	24	27	743.9776965
G339	5	53	68	863.7192144
G339	1	11	5	997.52805
G339	6	48	156	250.8216899
G339	4	27	123	175.8532779
G339	2	22	60	308.1232577
G339	3	36	80	411.4465626
G340	5	49	45	NA
G340	6	51	123	279.7303624
G340	1	21	48	713.7850293
G340	2	15	110	353.6770622
G340	3	31	31	NA
G340	4	25	147	NA
G341	1	16	51	649.9460724
G341	5	41	64	370.2555736
G341	3	37	81	694.991464
G341	6	49	149	350.9069006
G341	2	7	86	327.747229
G341	4	30	113	NA
G342	5	56	54	177.4595935
G342	6	48	105	456.6713196
G342	1	18	19	552.6175853
G342	4	32	88	292.9494223
G342	2	4	71	409.1884929
G342	3	26	37	535.9005582
G343	4	23	140	625.7613315
G343	5	42	81	1358.299984
G343	1	8	49	424.5778132
G343	3	27	28	678.9961215
G343	2	11	82	1012.367478
G343	6	44	126	636.9476296
G344	6	48	115	298.2690264
G344	1	5	4	330.6638821
G344	5	50	93	NA
G344	4	23	124	NA
G344	3	32	29	710.0019302
G344	2	14	109	443.7999384
G345	5	49	85	602.8138312
G345	3	36	83	807.6922496
G345	4	27	137	NA
G345	1	4	30	333.2776921
G345	6	41	148	93.0191792
G345	2	16	67	561.2311021
G346	5	51	33	307.8886888
G346	4	33	97	799.568041
G346	1	9	28	785.783828
G346	6	45	130	NA
G346	3	38	81	589.2902477
G346	2	19	76	465.8889517
G347	1	22	13	243.7288662
G347	5	45	54	761.5383616
G347	6	46	101	NA
G347	2	6	77	332.8138088
G347	4	28	120	NA
G348	4	34	118	NA
G348	2	8	62	845.8482167
G348	6	44	112	641.1362549
G348	5	46	69	1136.165466
G348	1	19	10	843.2241993
G348	3	32	82	1017.47315
G349	1	16	10	887.5929032
G349	2	14	75	674.9486939
G349	4	23	106	421.6004079
G349	6	50	99	641.0853841
G349	3	36	54	685.5545175
G349	5	48	89	699.2049194
G350	2	16	63	531.8959188
G350	5	54	81	666.3212249
G350	4	39	112	NA
G350	6	51	99	584.0436054
G350	1	20	44	314.3240521
G350	3	34	34	NA
G351	6	44	159	NA
G351	2	7	104	847.0256259
G351	5	47	39	265.3640196
G351	4	24	127	NA
G351	1	4	46	249.7295117
G351	3	39	31	153.6067666
G352	2	12	116	532.6377547
G352	6	53	100	NA
G352	3	30	16	107.4100853
G352	4	28	88	332.7261834
G352	1	7	53	960.7633638
G352	5	45	94	913.0317968
G353	5	41	28	364.1309359
G353	2	18	85	642.7106634
G353	6	52	117	NA
G353	1	6	26	526.2072206
G353	3	31	45	534.4532166
G353	4	37	133	NA
G354	4	35	121	NA
G354	3	27	48	318.4825476
G354	5	52	37	NA
G354	1	21	39	NA
G354	6	43	133	NA
G354	2	4	110	NA
G355	3	26	81	NA
G355	4	35	96	276.1336849
G355	1	19	35	321.0783188
G355	5	50	87	387.785905
G355	6	55	108	218.6581324
G355	2	4	114	444.8381564
G356	1	20	6	1013.844133
G356	3	35	71	614.9494928
G356	5	41	86	447.370355
G356	4	31	146	253.2738904
G356	6	47	163	268.9435372
G356	2	4	89	607.6842995
G357	2	11	65	437.7759741
G357	6	55	109	NA
G357	1	18	59	NA
G357	3	23	42	702.962575
G357	5	48	72	526.8892089
G357	4	38	107	513.4946693
G358	1	13	26	481.0222463
G358	3	27	65	901.0738412
G358	4	28	115	413.8527199
G358	2	9	97	264.2912941
G358	5	40	68	831.9279453
G358	6	43	149	398.9722815
G359	6	44	127	229.003
G359	1	21	53	477.1932935
G359	2	6	81	595.1774561
G359	4	37	118	153.2033679
G359	3	28	22	222.9295169
G359	5	40	90	534.3062102
G360	1	5	46	998.8365511
G360	2	21	116	345.4115526
G360	6	49	99	279.2155884
G360	5	47	60	NA
G360	4	36	94	673.1084839
G360	3	25	26	NA
G361	5	54	47	303.2564314
G361	2	14	89	621.2534584
G361	1	10	34	712.8346207
G361	4	29	96	390.4606265
G361	3	28	20	160.3007935
G361	6	53	157	NA
G362	3	23	26	772.6704319
G362	1	19	52	582.314811
G362	4	33	84	765.2956039
G362	6	56	111	NA
G362	2	21	95	483.4688432
G362	5	54	36	448.8255305
G363	5	46	48	386.2597302
G363	6	42	97	626.6701177
G363	1	4	55	486.3837001
G363	4	25	93	645.5703919
G363	2	12	102	352.3081816
G363	3	38	79	687.6951393
G364	5	54	85	539.2288763
G364	1	18	55	600.9092959
G364	4	39	111	259.6618617
G364	2	7	63	374.7304162
G364	3	33	19	120.1701329
G364	6	55	128	441.5812446
G365	3	34	68	581.1591245
G365	5	40	33	165.3982035
G365	2	20	104	277.4371725
G365	1	22	20	393.2126062
G365	4	31	104	451.5363365
G365	6	40	135	NA
G366	6	56	125	760.8434472
G366	3	36	34	469.3246757
G366	1	4	16	659.7890313
G366	2	18	107	456.6040633
G366	5	55	47	464.4859321
G366	4	33	137	326.1718578
G367	4	30	87	653.5144406
G367	2	15	66	NA
G367	6	44	131	NA
G367	3	35	50	210.9481203
G367	1	4	12	422.5809463
G367	5	44	75	NA
G368	6	48	125	90.05009941
G368	2	18	65	758.8448819
G368	4	38	150	NA
G368	3	29	34	308.360363
G368	5	55	82	NA
G368	1	19	47	183.7228329
G369	4	29	145	221.5901057
G369	2	20	103	905.1666582
G369	1	9	7	NA
G369	3	36	18	572.6732192
G369	5	50	67	865.6868719
G369	6	41	96	570.7578211
G370	6	51	157	NA
G370	5	45	50	179.9373208
G370	3	28	29	736.4932172
G370	1	11	56	427.2288296
G370	4	38	102	393.6391986
G370	2	16	106	434.5609073
G371	2	5	93	234.0357929
G371	4	26	124	NA
G371	3	26	18	215.460964
G371	1	5	37	663.3918291
G371	5	49	87	302.0504076
G371	6	46	111	457.5488054
G372	6	42	121	467.6217779
G372	3	31	30	570.6769674
G372	4	26	150	400.3887607
G372	5	47	73	NA
G372	1	8	36	NA
G372	2	15	89	431.1531278
G373	2	13	86	578.5898225
G373	3	28	82	168.4746252
G373	1	12	12	532.8055609
G373	6	54	158	NA
G373	5	48	47	809.2931272
G373	4	38	92	303.6764592
G374	6	44	148	NA
G374	1	22	4	NA
G374	3	25	20	NA
G374	4	28	146	NA
G374	2	15	107	NA
G374	5	44	55	NA
G374	1	18	10	NA
G374	5	41	31	NA
G374	2	8	64	NA
G374	4	30	100	NA
G374	6	55	96	NA
G374	3	32	24	NA
G375	4	23	119	197.2200711
G375	6	45	128	364.234205
G375	1	18	17	599.8771704
G375	3	32	58	970.2519973
G375	5	47	42	377.7872846
G375	2	4	88	575.5738603
G376	1	22	24	414.0569762
G376	2	3	77	233.2323461
G376	5	43	62	192.2602197
G376	6	45	137	186.8998715
G376	4	39	91	597.8831076
G376	3	37	27	389.9153973
G377	4	27	117	267.264875
G377	5	43	48	314.7910221
G377	3	31	56	NA
G377	6	41	143	135.8209415
G378	2	3	112	601.1200973
G378	4	37	135	89.72573421
G378	6	56	96	576.0464362
G378	3	26	21	449.4962658
G378	1	5	19	576.2313649
G379	4	33	146	NA
G379	1	21	26	512.0427628
G379	2	18	103	298.9683572
G379	3	38	63	NA
G379	6	53	104	258.2962135
G379	5	44	40	247.5764367
G380	4	32	112	730.8363209
G380	3	31	32	381.535302
G380	2	12	104	481.8654121
G380	1	19	19	608.8150541
G380	5	51	29	939.0070194
G380	6	42	140	344.0762559
G381	4	37	125	NA
G381	3	28	31	916.4055433
G381	6	52	111	525.8758389
G381	2	19	101	587.220603
G381	1	10	16	572.1157
G381	5	55	56	280.8596005
G382	1	15	19	NA
G382	6	48	106	174.167682
G382	3	38	56	628.1013832
G382	5	42	67	NA
G382	2	14	112	NA
G382	4	36	140	NA
G383	4	26	98	1170.651342
G383	6	53	119	546.9668894
G383	1	20	30	973.5191575
G383	3	30	24	679.6354821
G383	5	50	75	NA
G383	2	16	84	946.7173986
G384	1	8	50	702.325117
G384	2	14	104	725.639281
G384	5	41	45	463.555037
G384	4	23	116	207.7744132
G384	6	54	161	NA
G384	3	33	38	NA
G385	3	23	62	409.4349047
G385	6	42	138	293.3426558
G385	2	7	71	490.7741878
G385	5	50	80	NA
G385	4	37	136	398.6825668
G385	1	5	43	769.4522184
G386	6	50	122	454.8861113
G386	4	25	151	NA
G386	3	27	32	283.4334423
G386	1	9	16	221.9584052
G386	5	43	86	NA
G386	2	11	95	178.2398835
G387	4	23	107	773.8762538
G387	1	14	36	1823.661427
G387	6	44	120	1097.60688
G387	2	5	95	1511.815672
G387	5	46	51	1678.760752
G387	3	25	22	827.401616
G388	3	32	61	1195.579879
G388	1	5	58	1073.622183
G388	2	13	79	586.650563
G388	5	46	63	838.7877524
G388	4	38	144	103.5944223
G388	6	51	134	662.7499934
G389	5	45	78	1608.461967
G389	2	16	73	1818.224274
G389	4	23	141	882.2515992
G389	1	8	53	1163.280277
G389	3	24	83	1572.245292
G389	6	44	103	1058.198111
G390	3	27	21	NA
G390	5	40	72	1063.396789
G390	1	14	9	712.5938352
G390	4	27	93	1287.483853
G390	6	50	111	1206.817844
G390	2	20	95	1178.035314
G391	6	48	128	397.4538779
G391	4	23	120	NA
G391	1	17	10	1605.528927
G391	3	31	71	489.6226721
G391	5	48	85	633.885031
G391	2	14	77	1840.488236
G392	2	12	113	559.2162557
G392	4	24	90	476.0107872
G392	6	54	159	NA
G392	1	6	22	164.5162133
G392	3	27	50	NA
G392	5	53	39	517.3807517
G393	2	17	64	NA
G393	4	27	132	278.6848828
G393	5	46	53	502.4072289
G393	6	47	99	266.9823624
G393	1	21	16	502.3178621
G393	3	23	37	321.2929835
G394	4	25	100	288.3383796
G394	6	45	134	NA
G394	5	43	76	1171.066871
G394	3	30	78	1158.970074
G394	1	4	14	104.6037401
G394	2	10	112	192.5949759
G395	1	21	41	745.0870548
G395	6	44	134	354.7542645
G395	5	48	49	517.9170418
G395	3	25	56	336.0748543
G395	2	21	85	340.9264648
G395	4	39	101	NA
G396	2	7	90	463.4151518
G396	4	36	131	237.0373936
G396	5	51	46	384.0522045
G396	6	50	140	267.904113
G396	3	28	61	408.3712432
G396	1	6	39	312.4986706
G397	2	10	105	216.1837366
G397	4	37	145	NA
G397	6	54	147	262.2064527
G397	1	4	20	480.9894578
G397	3	31	80	301.0794623
G397	5	44	80	334.033518
G398	4	36	87	290.8897792
G398	6	51	156	NA
G398	5	55	35	NA
G398	2	5	75	NA
G398	1	12	52	547.585222
G398	3	25	34	NA
G399	1	11	52	276.728268
G399	3	28	47	561.6801355
G399	5	51	94	NA
G399	2	4	63	NA
G399	6	47	119	692.6121218
G399	4	36	100	335.8900299
G400	6	41	160	NA
G400	5	54	61	455.6895119
G400	2	4	81	411.3899039
G400	4	33	103	626.0045946
G400	1	8	40	954.6046254
G400	3	26	83	603.4258026
G401	4	32	119	623.9332531
G401	6	43	136	NA
G401	1	4	44	371.2917854
G401	3	36	76	149.5757003
G401	2	22	83	570.6816911
G401	5	45	77	297.4867927
G402	2	13	88	545.6683291
G402	5	52	48	552.2421264
G402	3	31	51	447.8873943
G402	1	5	34	779.9140047
G402	6	40	124	NA
G402	4	34	110	NA
G403	4	37	105	396.8702568
G403	6	47	134	264.1780603
G403	2	4	108	591.0232758
G403	1	7	27	731.7129078
G403	3	33	39	641.0853841
G404	5	40	37	449.4064934
G404	3	33	54	796.4901641
G404	4	29	109	NA
G404	2	13	72	771.6311311
G404	6	52	110	640.2716324
G404	1	10	21	NA
G405	1	14	47	441.2740002
G405	5	49	63	551.3470897
G405	6	49	155	279.045901
G405	2	8	77	NA
G405	4	31	89	449.1692854
G405	3	23	45	342.2058162
G406	4	34	138	NA
G406	6	54	129	685.1326117
G406	1	3	4	338.5790507
G406	3	24	70	273.3542336
G406	2	7	101	1144.49743
G406	5	45	30	760.9399319
G407	4	32	104	921.2182872
G407	1	13	25	1303.739165
G407	6	52	136	NA
G407	3	25	44	411.4249406
G407	2	8	89	189.1018339
G407	5	47	85	344.7873891
G408	5	52	71	121.5664242
G408	6	47	141	183.5527147
G408	1	3	35	119.6501244
G408	2	15	76	480.8014831
G408	4	32	149	217.6984149
G408	3	29	81	215.8943488
G409	5	43	56	435.4797751
G409	3	35	53	492.6086083
G409	6	45	107	289.7325222
G409	2	21	63	415.5869145
G409	4	31	123	153.6380634
G409	1	16	14	394.0125312
G410	1	12	57	488.5007164
G410	4	37	108	NA
G410	3	34	52	534.780809
G410	5	51	48	330.6080038
G410	6	40	145	NA
G410	2	15	69	397.0453678
G411	4	26	123	320.9933696
G411	5	40	93	556.8560786
G411	3	28	16	345.3769439
G411	6	46	136	540.1694863
G411	2	10	82	700.1601955
G411	1	22	9	1180.26861
G412	4	33	148	244.7996067
G412	2	13	116	358.6055794
G412	3	37	73	904.3781863
G412	6	53	108	307.1408186
G412	5	46	61	723.1334467
G412	1	8	48	1326.376434
G413	5	56	37	658.3257365
G413	2	6	61	1302.111415
G413	6	53	154	283.2016149
G413	3	29	53	644.3986691
G413	1	10	38	1405.916253
G413	4	30	96	761.4035879
G414	6	51	141	NA
G414	5	44	43	466.2128666
G414	2	10	96	268.9368508
G414	1	17	4	732.9737108
G414	4	30	136	293.8920994
G414	3	29	39	520.2986354
G415	6	52	159	646.5217007
G415	1	17	49	1243.614457
G415	3	34	73	1079.008936
G415	4	26	143	22.23804221
G415	5	50	79	1057.682416
G415	2	13	85	476.4848759
G416	5	53	56	830.0056298
G416	4	27	140	501.6579043
G416	1	4	58	907.3561641
G416	6	47	162	471.9172758
G416	2	15	95	654.0791626
G416	3	24	40	NA
G417	5	46	28	335.2453162
G417	6	41	140	NA
G417	4	38	98	415.8337173
G417	2	16	107	581.8936568
G417	3	24	33	609.4580543
G417	1	11	6	503.785148
G418	3	33	71	653.9278011
G418	2	9	87	289.896768
G418	5	53	89	369.5110186
G418	4	24	117	220.3763906
G418	6	49	113	571.4192934
G418	1	19	37	1059.884361
G419	1	7	43	592.7346035
G419	2	20	78	NA
G419	4	29	93	936.8741717
G419	3	27	73	383.9913512
G419	5	49	81	NA
G419	6	55	125	229.183551
G420	2	3	113	292.9130766
G420	5	42	47	NA
G420	1	19	16	739.3310199
G420	6	52	98	538.1764028
G420	3	35	63	NA
G420	4	28	135	274.5533257
G421	6	45	133	176.7164311
G421	5	45	79	337.3181514
G421	2	9	103	NA
G421	3	33	31	366.9372811
G421	4	28	145	136.5202974
G421	1	3	13	392.035668
G422	2	8	106	510.4499659
G422	1	19	40	836.3515253
G422	6	40	99	189.159763
G422	4	27	111	347.6581882
G422	3	34	29	453.1715341
G422	5	43	74	455.6894108
G423	1	12	10	NA
G423	3	32	35	614.82918
G423	6	43	99	783.6311805
G423	2	7	102	766.7132915
G423	4	30	127	690.7615208
G423	5	41	48	973.217949
G424	2	18	99	492.8765187
G424	4	38	105	284.174214
G424	6	41	128	301.7301749
G424	1	19	5	686.424418
G424	5	48	81	371.5951648
G424	3	30	54	588.9919846
G425	4	28	129	233.1624777
G425	5	46	86	NA
G425	6	44	128	166.9397192
G425	2	18	75	NA
G425	3	33	20	164.2920163
G426	1	22	19	776.9842992
G426	6	42	153	462.3531872
G426	3	30	50	555.2572701
G426	5	50	36	908.2086165
G426	2	21	65	194.6668273
G426	4	33	94	1275.077784
G427	4	34	147	472.2425595
G427	3	27	23	645.8700875
G427	2	19	104	226.8470776
G427	6	44	153	223.2546147
G427	5	51	37	434.0258864
G427	1	7	28	606.722398
G428	1	9	45	587.3783285
G428	3	38	16	227.8371853
G428	5	43	54	756.1009638
G428	2	13	101	420.2745853
G428	6	56	99	452.7553083
G428	4	29	150	NA
G429	6	52	113	168.1151031
G429	3	38	23	297.6168013
G429	4	34	104	NA
G429	1	13	3	577.1855353
G429	2	9	80	401.6635536
G429	5	51	87	352.2333383
G430	5	56	60	652.3576087
G430	6	43	102	400.370393
G430	4	25	110	261.1717729
G430	2	12	101	979.9287281
G430	1	19	4	932.2548791
G430	3	37	17	942.3121214
G431	2	3	60	198.5481478
G431	4	26	107	NA
G431	6	43	161	153.1081333
G431	1	16	8	NA
G431	5	51	77	571.0892848
G431	3	29	50	416.4993395
G432	1	20	29	256.4236234
G432	5	47	50	NA
G432	4	29	90	NA
G432	2	8	83	80.90712027
G432	3	38	36	286.0282921
G432	6	43	98	NA
G433	3	36	65	NA
G433	2	6	106	629.2741057
G433	6	53	145	NA
G433	1	16	11	319.0515621
G433	4	38	132	165.6204362
G433	5	44	84	206.3954255
G434	4	29	108	NA
G434	3	32	62	NA
G434	1	8	9	NA
G434	5	43	42	NA
G434	2	5	65	NA
G434	6	41	124	NA
G435	1	13	14	471.4273948
G435	5	54	38	807.3532841
G435	2	14	96	343.723728
G435	4	36	86	1000.581422
G435	6	54	115	632.3587777
G435	3	23	69	382.2097821
G436	2	14	111	NA
G436	4	27	114	NA
G436	1	8	55	344.2985539
G436	6	55	160	152.5368853
G436	5	44	31	386.0729415
G436	3	31	53	262.7438066
G437	4	34	129	NA
G437	6	43	129	NA
G437	2	16	78	237.6339231
G437	3	27	26	165.2941719
G437	5	47	59	NA
G437	1	9	49	316.5413748
G438	5	43	29	NA
G438	2	15	90	NA
G438	4	31	117	NA
G438	1	17	15	NA
G438	3	26	66	NA
G439	5	41	88	176.0389419
G439	2	20	98	245.7940503
G439	6	47	96	228.9902761
G439	3	23	79	72.15790968
G439	4	26	135	NA
G439	1	8	29	634.7819938
G440	4	27	145	NA
G440	1	8	10	NA
G440	5	48	41	NA
G440	2	21	109	395.2190869
G440	6	56	126	NA
G440	3	30	37	629.1694427
G441	4	29	120	NA
G441	1	18	37	307.6425832
G441	6	54	105	NA
G441	5	49	32	NA
G441	3	38	82	NA
G441	2	8	72	NA
G442	4	39	85	528.6130897
G442	3	38	67	851.6309644
G442	1	12	54	807.8089016
G442	6	54	130	540.5978194
G442	2	17	116	713.6274687
G442	5	40	28	688.6548122
G443	5	51	42	970.6098063
G443	4	38	117	300.177757
G443	6	51	144	201.667669
G443	2	3	67	644.6409727
G443	1	11	48	1000.254463
G443	3	24	43	1186.598882
G444	2	6	94	618.7919486
G444	4	36	111	233.9075229
G444	5	42	58	NA
G444	1	10	26	458.3566463
G444	3	24	22	470.3015499
G444	6	45	121	332.9507312
G445	3	25	53	851.0942224
G445	4	37	87	NA
G445	1	8	44	762.796992
G445	5	45	64	421.1300618
G445	6	53	110	157.9030003
G445	2	6	64	586.9805715
G446	2	19	112	511.9276029
G446	4	29	146	359.6089211
G446	3	27	24	443.803209
G446	1	13	49	NA
G446	5	55	60	844.1550947
G446	6	44	132	298.2690264
G447	4	34	86	1457.367228
G447	1	11	38	735.8180407
G447	3	24	74	464.2919649
G447	5	41	61	1084.778495
G447	6	52	123	430.7412785
G447	2	9	61	642.8254709
G448	5	45	82	1132.710904
G448	6	43	157	280.8571473
G448	2	10	78	1297.474434
G448	1	6	45	837.7920781
G448	3	30	64	1281.123802
G448	4	29	100	1169.622983
G449	3	33	43	1072.133788
G449	4	38	114	523.8534867
G449	5	40	81	1570.633231
G449	2	7	87	1068.517985
G449	6	45	159	581.1458089
G449	1	6	44	602.4398867
G450	4	31	112	1128.745474
G450	6	52	154	981.3101304
G450	2	17	82	1349.586405
G450	1	9	3	1419.191259
G450	3	31	55	1331.143693
G450	5	45	44	1242.707516
G451	5	44	77	931.299441
G451	3	30	47	569.7655441
G451	2	17	71	449.4991932
G451	4	27	151	533.3165337
G451	1	17	45	1049.717955
G451	6	45	147	350.3701591
G452	2	18	66	260.2770233
G452	3	26	60	927.2806902
G452	1	15	10	1409.466811
G452	6	52	145	502.8979038
G452	5	52	31	710.0115667
G452	4	39	114	655.1921231
G453	2	17	61	627.387284
G453	4	37	99	269.4447074
G453	6	47	145	280.81366
G453	5	42	33	288.6429418
G453	1	10	49	1221.833118
G453	3	35	80	NA
G454	2	21	61	790.932088
G454	1	15	55	NA
G454	3	29	82	868.1860595
G454	5	40	70	540.7509831
G454	6	40	152	NA
G454	4	30	103	981.7322241
G455	5	44	60	770.8422333
G455	6	48	140	247.0764541
G455	3	31	21	NA
G455	4	35	122	135.4513357
G455	1	17	42	602.5802465
G455	2	21	108	573.1406856
G456	4	29	126	201.975386
G456	2	21	64	369.3709892
G456	5	52	63	180.2229447
G456	6	50	147	272.5644368
G456	3	23	80	121.5128952
G456	1	16	58	420.2547246
G457	2	20	96	773.683594
G457	3	28	38	687.8657284
G457	6	46	141	477.291372
G457	5	43	31	573.1821026
G457	1	3	21	778.0897093
G457	4	38	88	NA
G458	5	43	93	920.3838366
G458	3	27	54	1114.447512
G458	6	42	146	329.5855948
G458	4	38	124	185.5882635
G458	2	19	62	970.9820508
G458	1	3	19	579.1834871
G459	6	51	162	656.0019486
G459	2	9	73	687.8812345
G459	1	14	10	1130.192657
G459	5	53	83	846.6158465
G459	4	26	119	162.8696277
G459	3	29	55	1138.811268
G460	4	33	130	479.4142371
G460	3	23	31	393.4868777
G460	2	9	84	539.792456
G460	1	5	30	483.4186505
G460	6	49	160	253.8869065
G460	5	45	28	777.0150883
G461	3	32	38	622.7224638
G461	2	6	99	519.9383939
G461	6	42	107	475.4495647
G461	1	13	42	1251.687043
G461	4	33	124	715.261439
G461	5	44	71	1059.490637
G462	3	33	45	241.129416
G462	6	40	161	58.60910837
G462	2	6	72	521.253093
G462	4	35	85	785.4811055
G462	5	48	45	690.0291371
G462	1	15	43	751.3278374
G463	4	30	120	NA
G463	6	50	153	475.7126471
G463	1	8	26	580.2978557
G463	2	6	83	NA
G463	3	35	75	411.8342311
G463	5	42	84	298.9229498
G464	3	27	77	435.9246406
G464	2	10	67	626.0624437
G464	6	40	120	NA
G464	4	32	102	NA
G464	1	4	38	422.0347988
G464	5	44	67	599.3499237
G465	5	48	63	NA
G465	6	49	120	NA
G465	3	32	53	366.2137329
G465	4	36	151	NA
G465	1	4	57	500.992487
G465	2	17	68	120.2051103
G466	3	32	70	155.664857
G466	1	21	45	NA
G466	6	48	157	NA
G466	2	20	94	NA
G466	4	26	142	NA
G466	5	54	33	NA
G467	2	17	102	NA
G467	6	46	132	NA
G467	4	34	122	NA
G467	3	25	46	NA
G467	5	51	35	NA
G467	1	20	36	99.84252357
G468	5	54	86	758.3636385
G468	6	45	155	NA
G468	3	39	40	615.5316047
G468	2	19	107	NA
G468	4	25	148	NA
G468	1	4	6	210.8999703
G469	5	50	34	388.2045658
G469	2	21	79	491.9913813
G469	3	31	20	308.964624
G469	4	37	103	224.5510053
G469	1	19	9	662.253568
G469	6	51	121	499.0212895
G470	4	29	99	722.181792
G470	1	22	11	753.4102462
G470	5	40	47	277.9521288
G470	6	54	156	438.5795635
G470	2	9	86	438.2909914
G470	3	32	27	444.6456837
G471	5	49	91	982.047196
G471	1	15	31	1204.616083
G471	4	31	91	1295.853308
G471	6	49	152	550.2586759
G471	2	19	73	734.0867094
G471	3	26	16	345.5421556
G472	2	17	113	251.0786177
G472	4	27	95	480.705492
G472	3	26	35	NA
G472	1	17	5	653.3425441
G472	6	53	162	355.6044882
G472	5	47	87	500.3977981
G473	5	51	86	693.197382
G473	4	33	113	476.3196272
G473	3	33	35	428.2878088
G473	6	51	135	NA
G473	2	19	88	341.6319116
G473	1	17	27	387.658454
G474	1	19	45	393.1131765
G474	5	51	74	385.8585841
G474	4	24	128	NA
G474	3	32	46	381.8550892
G474	2	18	67	491.5011121
G474	6	49	108	194.3168358
G475	5	48	86	NA
G475	6	51	112	NA
G475	1	17	35	NA
G475	2	4	73	584.1657388
G475	3	27	52	740.2852346
G475	4	37	139	NA
G476	5	53	65	NA
G476	1	20	57	366.2965498
G476	2	5	72	NA
G476	3	25	70	419.2271015
G476	6	56	130	128.7252143
G476	4	31	147	NA
G477	1	13	28	384.7615162
G477	2	13	109	333.952214
G477	6	55	130	408.5064051
G477	4	33	98	625.7882509
G477	3	24	18	NA
G477	5	50	74	241.8221802
G478	1	9	8	255.5286672
G478	6	54	143	724.864778
G478	3	29	42	435.3052394
G478	5	55	46	332.8027637
G478	4	23	149	NA
G478	2	18	88	533.1324207
G479	2	8	61	370.6152414
G479	1	6	9	156.5630229
G479	3	30	19	357.2548603
G479	6	49	131	NA
G479	5	47	84	451.047131
G479	4	23	87	333.8627669
G480	6	41	112	NA
G480	2	11	113	293.8082574
G480	4	39	107	NA
G480	1	14	40	NA
G480	3	30	56	NA
G480	5	56	55	NA
G481	3	36	23	285.5859723
G481	1	4	21	227.3016326
G481	2	11	71	250.9078649
G481	5	48	35	498.3988244
G481	6	48	108	243.7084123
G481	4	26	110	100.3199824
G482	1	4	56	713.6066895
G482	5	53	37	326.4913759
G482	4	28	124	NA
G482	3	35	43	587.4982088
G482	6	55	113	376.7552646
G482	2	7	115	1002.636263
G483	1	14	4	425.186737
G483	5	41	46	330.6762983
G483	2	7	97	450.4458376
G483	3	35	47	426.5774665
G483	6	53	103	246.2861828
G483	4	23	96	535.8611844
G484	5	45	40	NA
G484	6	43	118	NA
G484	3	25	61	NA
G484	2	7	111	705.2150188
G484	1	6	25	354.7071799
G484	4	35	133	112.5318556
G485	6	47	137	581.6537906
G485	3	28	28	518.293502
G485	2	6	69	420.8703556
G485	1	19	46	268.5651334
G485	5	55	80	425.3730145
G485	4	38	93	182.1412893
G486	6	54	107	299.1729829
G486	5	47	64	646.1710312
G486	2	10	93	107.9107248
G486	1	6	53	953.5528454
G486	3	31	48	476.4200777
G486	4	27	144	NA
G487	3	36	48	650.0650745
G487	4	29	116	337.4052656
G487	1	15	18	761.7477967
G487	2	5	89	983.1993273
G487	6	43	155	108.5201821
G487	5	43	64	663.5330858
G488	5	52	83	1374.058959
G488	1	6	40	952.2129919
G488	3	24	39	1765.691765
G488	4	35	95	587.3925621
G488	6	43	109	616.9343567
G488	2	17	70	1099.937911
G489	4	30	116	320.0624554
G489	6	41	147	64.58369687
G489	2	14	99	782.4399047
G489	5	44	35	986.0618594
G489	3	38	52	244.8302047
G489	1	18	20	978.5467971
G490	5	46	32	564.5832725
G490	1	20	50	872.8206273
G490	3	34	59	803.613261
G490	4	36	121	400.3329194
G490	6	51	149	220.222677
G490	2	12	85	305.9878338
G491	3	36	61	675.4193055
G491	6	46	163	NA
G491	2	4	99	550.3332934
G491	5	46	64	524.6269637
G491	4	36	89	NA
G491	1	7	51	NA
G492	3	29	76	476.0488138
G492	2	12	71	184.8741225
G492	4	38	110	69.74639402
G492	6	41	153	NA
G492	5	50	29	109.6759502
G492	1	18	6	NA
G493	5	41	91	344.3357006
G493	4	36	102	400.6586752
G493	1	5	22	660.8976331
G493	3	23	23	259.6344729
G493	2	22	67	300.0378492
G493	6	48	114	296.9994329
G494	3	28	78	NA
G494	5	50	84	NA
G494	1	20	51	NA
G494	4	36	110	NA
G494	6	50	121	NA
